cambio_simulado,valor_brl,icms_risco
5.584720778623631,558472.0778623631,100524.97401522535
5.57883788163356,557883.788163356,100419.08186940408
5.481035455255384,548103.5455255384,98658.6381945969
5.641662208201031,564166.2208201031,101549.91974761855
5.638461330089477,563846.1330089477,101492.30394161059
5.615097906702567,561509.7906702567,101071.7623206462
5.593217049293964,559321.7049293964,100677.90688729135
5.485430256737711,548543.0256737712,98737.7446212788
5.576232891218045,557623.2891218045,100372.1920419248
5.583346736281667,558334.6736281668,100500.24125307002
5.541395954845199,554139.5954845198,99745.12718721357
5.5999083050649565,559990.8305064957,100798.34949116921
5.651514556188006,565151.4556188006,101727.2620113841
5.786809949346362,578680.9949346363,104162.57908823453
5.630567311318335,563056.7311318335,101350.21160373003
5.638141390070173,563814.1390070172,101486.5450212631
5.607835399409351,560783.5399409351,100941.03718936832
5.439477787560362,543947.7787560362,97910.6001760865
5.612210833526562,561221.0833526562,101019.79500347811
5.620129191021318,562012.9191021319,101162.32543838373
5.83948601774788,583948.601774788,105110.74831946184
5.597071627932463,559707.1627932463,100747.28930278434
5.642157613077965,564215.7613077966,101558.83703540338
5.611462495964048,561146.2495964048,101006.32492735286
5.507949383157042,550794.9383157042,99143.08889682675
5.718952704182265,571895.2704182265,102941.14867528077
5.683270674454948,568327.0674454948,102298.87214018907
5.686839784442529,568683.9784442529,102363.11611996552
5.53161849581866,553161.849581866,99569.13292473587
5.742683973442274,574268.3973442274,103368.31152196093
5.486664388760647,548666.4388760647,98759.95899769165
5.668201862650599,566820.1862650599,102027.63352771077
5.814584943380488,581458.4943380489,104662.52898084879
5.524210892606003,552421.0892606004,99435.79606690806
5.562937139442902,556293.7139442902,100132.86850997224
5.623727716475854,562372.7716475854,101227.09889656538
5.568671797316433,556867.1797316433,100236.09235169578
5.473080182686738,547308.0182686738,98515.44328836128
5.620889840128679,562088.9840128679,101176.01712231622
5.517659669697754,551765.9669697754,99317.87405455956
5.657862597553392,565786.2597553392,101841.52675596107
5.530702297240543,553070.2297240543,99552.64135032978
5.756115527438232,575611.5527438232,103610.07949388816
5.54313254183292,554313.2541832919,99776.38575299254
5.585232027240077,558523.2027240078,100534.17649032139
5.688892332555883,568889.2332555883,102400.0619860059
5.50227276342319,550227.276342319,99040.90974161742
5.635394609264822,563539.4609264822,101437.10296676679
5.733952505272353,573395.2505272353,103211.14509490236
5.467893436929584,546789.3436929585,98422.08186473252
5.6314852686001675,563148.5268600167,101366.734834803
5.638354301473355,563835.4301473355,101490.37742652038
5.685999142111444,568599.9142111444,102347.98455800599
5.501717172262756,550171.7172262756,99030.90910072961
5.494094409470157,549409.4409470157,98893.69937046281
5.662276105790007,566227.6105790008,101920.96990422014
5.64174111384456,564174.111384456,101551.34004920209
5.6374971487079355,563749.7148707935,101474.94867674283
5.646256349221469,564625.6349221469,101632.61428598643
5.552555671067096,555255.5671067096,99946.00207920773
5.635832203661023,563583.2203661023,101444.97966589841
5.641383992116514,564138.3992116514,101544.91185809726
5.54942218879144,554942.218879144,99889.59939824593
5.784946713567478,578494.6713567477,104129.04084421459
5.657884550496646,565788.4550496646,101841.92190893962
5.505884037990784,550588.4037990784,99105.91268383412
5.674564047669992,567456.4047669992,102142.15285805985
5.525658170825793,552565.8170825792,99461.84707486426
5.686479454683237,568647.9454683237,102356.63018429825
5.720392507107957,572039.2507107956,102967.0651279432
5.5397158661329255,553971.5866132926,99714.88559039266
5.702572071441369,570257.2071441369,102646.29728594463
5.652311472956094,565231.1472956093,101741.60651320968
5.689672167555079,568967.2167555079,102414.0990159914
5.787778207441045,578777.8207441046,104180.00773393882
5.592231091100317,559223.1091100316,100660.15963980569
5.545826986883585,554582.6986883585,99824.88576390453
5.533432587431756,553343.2587431757,99601.78657377162
5.540160605412905,554016.0605412904,99722.89089743227
5.607592967623459,560759.2967623459,100936.67341722226
5.645772887099684,564577.2887099684,101623.91196779432
5.639888605425158,563988.8605425158,101517.99489765284
5.690139824229604,569013.9824229603,102422.51683613285
5.615817995570731,561581.799557073,101084.72392027314
5.747315708347686,574731.5708347686,103451.68275025835
5.59047216320516,559047.216320516,100628.49893769287
5.862939377770299,586293.9377770299,105532.90879986538
5.671744622528376,567174.4622528376,102091.40320551077
5.5363862561266375,553638.6256126638,99654.95261027948
5.516875650078387,551687.5650078388,99303.76170141097
5.658673199133405,565867.3199133405,101856.11758440129
5.5942325256155385,559423.2525615538,100696.18546107969
5.6798080360522825,567980.8036052282,102236.54464894107
5.657830209394307,565783.0209394307,101840.94376909752
5.607983006115122,560798.3006115122,100943.69411007219
5.537332309989413,553733.2309989413,99671.98157980944
5.476349633565713,547634.9633565713,98574.29340418283
5.5738714048740965,557387.1404874097,100329.68528773374
5.692806739569705,569280.6739569705,102470.52131225467
5.634174488330474,563417.4488330474,101415.14078994853
5.5009149612245745,550091.4961224574,99016.46930204233
5.630439797719651,563043.9797719651,101347.9163589537
5.649804487218841,564980.448721884,101696.48076993912
5.533948981098002,553394.8981098002,99611.08165976402
5.628663790321872,562866.3790321873,101315.9482257937
5.619944660949231,561994.4660949231,101159.00389708615
5.510296091559292,551029.6091559292,99185.32964806724
5.647291433627785,564729.1433627785,101651.24580530012
5.665821851278016,566582.1851278016,101984.79332300428
5.713496508895149,571349.650889515,102842.93716011269
5.710826522222974,571082.6522222974,102794.87740001353
5.488871793492309,548887.1793492308,98799.69228286155
5.529022595887756,552902.2595887757,99522.40672597961
5.6616456704177756,566164.5670417775,101909.62206751996
5.661531627679129,566153.162767913,101907.56929822433
5.661646804084151,566164.6804084152,101909.64247351473
5.966324332798588,596632.4332798588,107393.83799037458
5.6667443671632345,566674.4367163235,102001.39860893822
5.718290239409904,571829.0239409904,102929.22430937827
5.7017163407137925,570171.6340713792,102630.89413284825
5.6740928064244915,567409.2806424492,102133.67051564084
5.585852053772304,558585.2053772304,100545.33696790147
5.683912966666589,568391.2966666588,102310.43339999858
5.544084459737426,554408.4459737425,99793.52027527365
5.5930133512116855,559301.3351211685,100674.24032181033
5.5703251449990905,557032.514499909,100265.85260998362
5.622104938072753,562210.4938072753,101197.88888530956
5.825922699531044,582592.2699531044,104866.60859155879
5.4441794695147525,544417.9469514752,97995.23045126554
5.6772757868405845,567727.5786840585,102190.96416313053
5.467415780299999,546741.5780299999,98413.48404539996
5.571551244273381,557155.1244273381,100287.92239692085
5.714035026214268,571403.5026214268,102852.63047185683
5.620498874285902,562049.8874285902,101168.97973714623
5.516250145741044,551625.0145741045,99292.5026233388
5.549335259724256,554933.5259724256,99888.0346750366
5.676667611737104,567666.7611737103,102180.01701126786
5.547960254104044,554796.0254104044,99863.28457387279
5.6343903611663295,563439.036116633,101419.02650099393
5.6187911146127325,561879.1114612733,101138.24006302918
5.5551503650300065,555515.0365030007,99992.70657054012
5.810339178705478,581033.9178705477,104586.10521669859
5.6724978693779695,567249.786937797,102104.96164880345
5.429767770539197,542976.7770539197,97735.81986970555
5.631651447345661,563165.1447345661,101369.7260522219
5.554220534289226,555422.0534289227,99975.96961720608
5.692444756086607,569244.4756086607,102464.00560955892
5.542286571171923,554228.6571171923,99761.15828109461
5.604157514228882,560415.7514228883,100874.83525611988
5.660728448655208,566072.8448655208,101893.11207579375
5.693660830295504,569366.0830295504,102485.89494531906
5.505063128129151,550506.3128129151,99091.13630632471
5.584096478380884,558409.6478380885,100513.73661085592
5.571276164564658,557127.6164564658,100282.97096216385
5.554992545287237,555499.2545287237,99989.86581517025
5.775789065929652,577578.9065929651,103964.20318673372
5.651599528389553,565159.9528389552,101728.79151101194
5.499532447196503,549953.2447196504,98991.58404953706
5.698417349375456,569841.7349375456,102571.51228875821
5.80835029013039,580835.029013039,104550.30522234701
5.708878811990059,570887.8811990059,102759.81861582106
5.475936779109338,547593.6779109337,98566.86202396807
5.570428248127068,557042.8248127068,100267.70846628722
5.730279998607452,573027.9998607453,103145.03997493414
5.5500321449364405,555003.2144936441,99900.57860885593
5.655144795223248,565514.4795223249,101792.60631401847
5.685342917155149,568534.2917155148,102336.17250879268
5.530017096970518,553001.7096970518,99540.30774546931
5.60919740957096,560919.740957096,100965.55337227727
5.318754892688065,531875.4892688065,95737.58806838517
5.521120804997582,552112.0804997582,99380.17448995648
5.591575667888583,559157.5667888584,100648.3620219945
5.500728339672837,550072.8339672837,99013.11011411107
5.7636443585708985,576364.4358570898,103745.59845427616
5.484081932237708,548408.1932237708,98713.47478027875
5.574462055610995,557446.2055610996,100340.31700099792
5.6265656678509846,562656.5667850984,101278.18202131771
5.746196493097022,574619.6493097022,103431.5368757464
5.48355971648906,548355.971648906,98704.07489680308
5.72080950877346,572080.950877346,102974.57115792227
5.615565245282569,561556.5245282569,101080.17441508624
5.525034975889741,552503.4975889741,99450.62956601533
5.656813838281965,565681.3838281966,101822.64908907538
5.632802118438852,563280.2118438852,101390.43813189934
5.559840859909172,555984.0859909172,100077.13547836509
5.621002951211332,562100.2951211332,101178.05312180397
5.579458116723079,557945.8116723079,100430.24610101542
5.624993460272179,562499.3460272179,101249.88228489923
5.675073145221347,567507.3145221347,102151.31661398425
5.759409278583309,575940.9278583309,103669.36701449956
5.50163823085592,550163.823085592,99029.48815540657
5.809343203719008,580934.3203719008,104568.17766694214
5.436436512490152,543643.6512490152,97855.85722482274
5.6007755604929415,560077.5560492942,100813.96008887295
5.668335147751997,566833.5147751997,102030.03265953594
5.640281224669307,564028.1224669307,101525.06204404752
5.557788551659888,555778.8551659888,100040.19392987798
5.595632872849538,559563.2872849538,100721.39171129167
5.569627972863706,556962.7972863705,100253.30351154669
5.5608314861524315,556083.1486152431,100094.96675074377
5.69218630903796,569218.6309037961,102459.35356268329
5.647220973754008,564722.0973754008,101649.97752757215
5.551379486712495,555137.9486712496,99924.83076082492
5.696750312239223,569675.0312239223,102541.50562030601
5.642682695633995,564268.2695633995,101568.2885214119
5.688832532463034,568883.2532463034,102398.98558433462
5.6721062440362875,567210.6244036288,102097.91239265318
5.538957049307317,553895.7049307317,99701.2268875317
5.563495496052251,556349.5496052251,100142.91892894052
5.682847168392792,568284.7168392792,102291.24903107024
5.670348241830108,567034.8241830107,102066.26835294193
5.612723145702776,561272.3145702776,101029.01662264996
5.625341256243195,562534.1256243195,101256.14261237752
5.731261644902044,573126.1644902044,103162.7096082368
5.560630055702176,556063.0055702176,100091.34100263916
5.664572432274122,566457.2432274122,101962.30378093419
5.596174150977565,559617.4150977565,100731.13471759617
5.5947602922492665,559476.0292249266,100705.68526048679
5.714932007256048,571493.2007256048,102868.77613060885
5.6899785343137035,568997.8534313703,102419.61361764665
5.688891640497284,568889.1640497283,102400.04952895109
5.73380061332314,573380.061332314,103208.41103981652
5.6165484465118976,561654.8446511897,101097.87203721415
5.676882606137523,567688.2606137523,102183.88691047541
5.58630870149117,558630.870149117,100553.55662684105
5.644222369513839,564422.2369513839,101596.00265124909
5.602751135128994,560275.1135128994,100849.52043232188
5.623485320615103,562348.5320615103,101222.73577107184
5.668959514605603,566895.9514605603,102041.27126290086
5.539940574328305,553994.0574328305,99718.93033790948
5.805632860345507,580563.2860345508,104501.39148621913
5.522797717999633,552279.7717999633,99410.3589239934
5.503794990354899,550379.4990354899,99068.30982638817
5.7203482611922905,572034.8261192291,102966.26870146123
5.686897361620015,568689.7361620015,102364.15250916027
5.671603357549175,567160.3357549176,102088.86043588516
5.671989096143892,567198.9096143892,102095.80373059005
5.613513193431691,561351.3193431691,101043.23748177044
5.532726053650659,553272.605365066,99589.06896571188
5.621550881695189,562155.0881695189,101187.91587051339
5.552817018421382,555281.7018421382,99950.70633158486
5.703644076013251,570364.4076013252,102665.59336823854
5.601207125662166,560120.7125662166,100821.72826191898
5.539276344191844,553927.6344191844,99706.9741954532
5.585293705596984,558529.3705596983,100535.2867007457
5.652325213711773,565232.5213711773,101741.85384681191
5.563172029622428,556317.2029622428,100137.0965332037
5.5395754641079815,553957.5464107981,99712.35835394365
5.636875901954529,563687.5901954529,101463.76623518152
5.636992687171235,563699.2687171234,101465.8683690822
5.568355267690307,556835.5267690307,100230.39481842553
5.571632812127214,557163.2812127214,100289.39061828985
5.635813603626693,563581.3603626693,101444.64486528048
5.482444024602165,548244.4024602164,98683.99244283895
5.4861520373232056,548615.2037323206,98750.73667181769
5.549048580850865,554904.8580850866,99882.87445531558
5.595146793915624,559514.6793915624,100712.64229048122
5.643012052821088,564301.2052821087,101574.21695077958
5.749307723173804,574930.7723173804,103487.53901712847
5.692921833224277,569292.1833224277,102472.59299803698
5.600031281361074,560003.1281361075,100800.56306449934
5.612895251510142,561289.5251510142,101032.11452718255
5.523116118549202,552311.6118549203,99416.09013388565
5.612941173986739,561294.1173986739,101032.9411317613
5.588281179496516,558828.1179496516,100589.06123093728
5.64409020908154,564409.020908154,101593.62376346771
5.539118080644678,553911.8080644677,99704.1254516042
5.662039218808978,566203.9218808978,101916.7059385616
5.754545852082729,575454.5852082729,103581.82533748912
5.604703054876801,560470.30548768,100884.6549877824
5.651301030334074,565130.1030334074,101723.41854601332
5.677630316227614,567763.0316227614,102197.34569209705
5.578006071635528,557800.6071635528,100404.1092894395
5.635087214300112,563508.7214300112,101431.56985740202
5.615780615536399,561578.0615536398,101084.05107965517
5.623547406008214,562354.7406008214,101223.85330814785
5.544067611489674,554406.7611489674,99793.21700681413
5.616868518999892,561686.8518999892,101103.63334199805
5.660090465060553,566009.0465060553,101881.62837108994
5.7470974964557096,574709.749645571,103447.75493620278
5.702197322455406,570219.7322455406,102639.5518041973
5.81118249501503,581118.2495015031,104601.28491027055
5.5445844823475845,554458.4482347585,99802.52068225652
5.694260150940741,569426.0150940741,102496.68271693333
5.63136734295478,563136.734295478,101364.61217318603
5.814525362911609,581452.5362911609,104661.45653240895
5.5408463316863115,554084.6331686311,99735.2339703536
5.537977859956133,553797.7859956133,99683.6014792104
5.559916099175881,555991.6099175881,100078.48978516585
5.4207531772774065,542075.3177277406,97573.5571909933
5.566638044855505,556663.8044855505,100199.48480739909
5.545334372386276,554533.4372386276,99816.01870295296
5.62835969375588,562835.969375588,101310.47448760584
5.645828022795808,564582.8022795807,101624.90441032453
5.785895733226047,578589.5733226046,104146.12319806883
5.701389732950921,570138.9732950921,102625.01519311657
5.561968986816412,556196.8986816412,100115.44176269541
5.532620136698843,553262.0136698843,99587.16246057917
5.65953553796518,565953.553796518,101871.63968337324
5.494114802896065,549411.4802896065,98894.06645212916
5.781814230958594,578181.4230958595,104072.6561572547
5.722295282753839,572229.5282753839,103001.31508956909
5.571802842813955,557180.2842813955,100292.45117065118
5.458249151488035,545824.9151488035,98248.48472678462
5.738218177498453,573821.8177498453,103287.92719497216
5.604175460341286,560417.5460341285,100875.15828614312
5.727624101997682,572762.4101997681,103097.23383595826
5.4690852036737585,546908.5203673758,98443.53366612764
5.559917707829395,555991.7707829395,100078.51874092911
5.615109795827113,561510.9795827114,101071.97632488803
5.618919711469138,561891.9711469138,101140.55480644449
5.573547298834225,557354.7298834225,100323.85137901605
5.6714874372414865,567148.7437241486,102086.77387034675
5.517174337988086,551717.4337988086,99309.13808378554
5.601634143325585,560163.4143325585,100829.41457986053
5.625612210186434,562561.2210186434,101261.0197833558
5.661591225542583,566159.1225542583,101908.6420597665
5.679590267194918,567959.0267194918,102232.62480950852
5.511969165713401,551196.91657134,99215.4449828412
5.474590867351649,547459.086735165,98542.63561232969
5.731262733566507,573126.2733566507,103162.72920419712
5.644966121440051,564496.6121440051,101609.39018592091
5.546306194537401,554630.6194537401,99833.51150167322
5.756226672290243,575622.6672290243,103612.08010122438
5.625190386503797,562519.0386503796,101253.42695706832
5.722282234906856,572228.2234906856,103001.0802283234
5.6207944944682495,562079.449446825,101174.30090042848
5.802744690051973,580274.4690051973,104449.4044209355
5.7748658733084275,577486.5873308427,103947.58571955169
5.591904656122853,559190.4656122853,100654.28381021135
5.703320128529226,570332.0128529227,102659.76231352608
5.673543704900755,567354.3704900756,102123.7866882136
5.739565456563121,573956.5456563121,103312.17821813618
5.526548940405618,552654.8940405619,99477.88092730113
5.6772567330719,567725.67330719,102190.62119529418
5.711248477117008,571124.8477117007,102802.47258810613
5.454086143093109,545408.6143093109,98173.55057567597
5.506618417324154,550661.8417324155,99119.13151183478
5.428481614615106,542848.1614615106,97712.6690630719
5.590038563525305,559003.8563525305,100620.69414345549
5.680131342652453,568013.1342652453,102242.36416774415
5.751772470647767,575177.2470647767,103531.9044716598
5.621394806135803,562139.4806135803,101185.10651044446
5.763297866109474,576329.7866109473,103739.36158997052
5.488649782273514,548864.9782273514,98795.69608092326
5.459139362417126,545913.9362417127,98264.50852350828
5.609560506504703,560956.0506504703,100972.08911708466
5.649690205818494,564969.0205818494,101694.42370473288
5.611646618006719,561164.661800672,101009.63912412095
5.425906496686251,542590.6496686251,97666.31694035251
5.6064958849372655,560649.5884937266,100916.92592887078
5.495553778972334,549555.3778972334,98919.968021502
5.675761598580334,567576.1598580334,102163.70877444602
5.648095727579226,564809.5727579226,101665.72309642607
5.528835030169819,552883.5030169819,99519.03054305674
5.567723239998296,556772.3239998296,100219.01831996933
5.517941755140051,551794.1755140051,99322.95159252091
5.608909523079965,560890.9523079965,100960.37141543935
5.701820455456511,570182.0455456511,102632.76819821719
5.524649994672479,552464.9994672479,99443.69990410461
5.6606425718904525,566064.2571890452,101891.56629402813
5.566227029279065,556622.7029279065,100192.08652702317
5.5422544305965475,554225.4430596548,99760.57975073786
5.604860957097914,560486.0957097914,100887.49722776245
5.520129944987513,552012.9944987512,99362.33900977523
5.5640917397196885,556409.1739719688,100153.65131495439
5.505283900093824,550528.3900093824,99095.11020168883
5.793979333993312,579397.9333993313,104291.62801187963
5.6178501316207745,561785.0131620774,101121.30236917394
5.55075730211718,555075.730211718,99913.63143810924
5.634164097149101,563416.4097149101,101414.95374868381
5.604377362152629,560437.7362152629,100878.79251874732
5.594460113886463,559446.0113886463,100700.28204995634
5.670694796022384,567069.4796022384,102072.5063284029
5.683779553971748,568377.9553971748,102308.03197149147
5.566204798926887,556620.4798926887,100191.68638068395
5.562068067971073,556206.8067971073,100117.22522347931
5.589523277200914,558952.3277200913,100611.41898961643
5.404502281621396,540450.2281621397,97281.04106918513
5.476318246660965,547631.8246660965,98573.72843989736
5.739405043883977,573940.5043883977,103309.29078991158
5.764790559368056,576479.0559368057,103766.23006862502
5.59189809360913,559189.809360913,100654.16568496433
5.66726162428033,566726.1624280331,102010.70923704594
5.643043325751481,564304.3325751481,101574.77986352665
5.895684054309856,589568.4054309856,106122.3129775774
5.716830539809141,571683.0539809142,102902.94971656454
5.602954284550083,560295.4284550083,100853.17712190149
5.527405461126833,552740.5461126833,99493.29830028299
5.4679880907392455,546798.8090739246,98423.78563330641
5.633204128252832,563320.4128252831,101397.67430855097
5.545588317164672,554558.8317164672,99820.58970896408
5.484801951102591,548480.1951102591,98726.43511984663
5.55560929259865,555560.929259865,100000.9672667757
5.515902971631451,551590.2971631452,99286.25348936612
5.768640368683065,576864.0368683065,103835.52663629515
5.69511083862943,569511.083862943,102511.99509532974
5.613903353766938,561390.3353766938,101050.26036780488
5.749726527590489,574972.652759049,103495.07749662882
5.621693627187892,562169.3627187893,101190.48528938206
5.536009558977547,553600.9558977546,99648.17206159583
5.753668170264492,575366.8170264491,103566.02706476084
5.663825058377126,566382.5058377127,101948.85105078827
5.519947026955369,551994.7026955369,99359.04648519664
5.59725623059391,559725.623059391,100750.61215069039
5.534701087650411,553470.1087650411,99624.6195777074
5.488403472820226,548840.3472820226,98791.26251076406
5.69917643164675,569917.643164675,102585.17576964149
5.788930546935206,578893.0546935207,104200.74984483371
5.486964119161889,548696.4119161889,98765.354144914
5.666021280637112,566602.1280637112,101988.38305146802
5.555237794996014,555523.7794996013,99994.28030992823
5.570164317356233,557016.4317356233,100262.95771241219
5.560554971281791,556055.4971281791,100089.98948307223
5.535762492267521,553576.2492267521,99643.72486081537
5.619060383418063,561906.0383418063,101143.08690152512
5.5387785792233695,553877.8579223369,99698.01442602064
5.639319542635907,563931.9542635907,101507.75176744633
5.610045187704653,561004.5187704653,100980.81337868374
5.592818967143784,559281.8967143784,100670.7414085881
5.5317849791350815,553178.4979135081,99572.12962443146
5.56198106599617,556198.1065996169,100115.65918793104
5.683586352572219,568358.6352572219,102304.55434629993
5.660356913947697,566035.6913947697,101886.42445105854
5.525395859099979,552539.5859099979,99457.12546379962
5.623698591395727,562369.8591395727,101226.57464512308
5.683220841603563,568322.0841603563,102297.97514886413
5.462240937404523,546224.0937404523,98320.33687328141
5.664231286284372,566423.1286284372,101956.16315311869
5.554144102627108,555414.4102627108,99974.59384728794
5.6667177266139745,566671.7726613975,102000.91907905154
5.544957688922789,554495.7688922789,99809.2384006102
5.4498740551604,544987.40551604,98097.7329928872
5.4660623502076655,546606.2350207665,98389.12230373797
5.619020521351409,561902.0521351409,101142.36938432536
5.638339669311101,563833.9669311101,101490.11404759983
5.532081382044302,553208.1382044302,99577.46487679744
5.672924479912253,567292.4479912253,102112.64063842055
5.462960732667992,546296.0732667992,98333.29318802386
5.608599093047851,560859.9093047851,100954.7836748613
5.504084581285993,550408.4581285993,99073.52246314788
5.555128843867967,555512.8843867967,99992.3191896234
5.6189578753105085,561895.7875310509,101141.24175558914
5.536089052479463,553608.9052479463,99649.60294463033
5.579527314890453,557952.7314890453,100431.49166802815
5.706489682803142,570648.9682803142,102716.81429045656
5.561970062703761,556197.0062703762,100115.46112866771
5.690916548302899,569091.6548302899,102436.49786945217
5.511506833296701,551150.6833296701,99207.12299934062
5.662993837434087,566299.3837434087,101933.88907381357
5.746223452181469,574622.3452181469,103432.02213926644
5.3890092363170625,538900.9236317063,97002.16625370712
5.541887247233971,554188.724723397,99753.97045021146
5.667308650584085,566730.8650584085,102011.55571051352
5.596096309940516,559609.6309940516,100729.73357892928
5.648510853732785,564851.0853732785,101673.19536719013
5.5594968730876015,555949.6873087601,100070.94371557682
5.622535401858278,562253.5401858279,101205.63723344902
5.60042026988582,560042.026988582,100807.56485794476
5.721231087092216,572123.1087092216,102982.15956765988
5.6378557120879895,563785.5712087989,101481.4028175838
5.645448891209694,564544.8891209693,101618.08004177448
5.577033302937502,557703.3302937502,100386.59945287503
5.570120424271905,557012.0424271905,100262.16763689429
5.575145435815616,557514.5435815615,100352.61784468107
5.650638345988148,565063.8345988148,101711.49022778666
5.576201931473483,557620.1931473484,100371.63476652271
5.641082972105337,564108.2972105336,101539.49349789605
5.804082264738046,580408.2264738046,104473.48076528481
5.6941509812229505,569415.098122295,102494.71766201309
5.584870358099787,558487.0358099787,100527.66644579617
5.724282885056257,572428.2885056257,103037.09193101262
5.577380328018085,557738.0328018086,100392.84590432554
5.428582724793434,542858.2724793433,97714.4890462818
5.522608857598522,552260.8857598522,99406.9594367734
5.443857535213382,544385.7535213381,97989.43563384085
5.582543530275731,558254.3530275731,100485.78354496315
5.616312434848134,561631.2434848134,101093.6238272664
5.767663233996973,576766.3233996973,103817.93821194551
5.644474406911126,564447.4406911125,101600.53932440025
5.594630730362639,559463.0730362639,100703.3531465275
5.690342687863898,569034.2687863897,102426.16838155015
5.4127895885644035,541278.9588564404,97430.21259415927
5.636138996894858,563613.8996894858,101450.50194410744
5.684998880128649,568499.888012865,102329.97984231569
5.4796596851132735,547965.9685113274,98633.87433203893
5.719037710573868,571903.7710573869,102942.67879032964
5.645530475973736,564553.0475973736,101619.54856752725
